1	-1	
2	24	
3	-1	
4	-1	
5	9	
6	-1	
7	153	
8	24	
9	-1	
10	-1	
11	20	
12	-1	
13	-1	
14	8	
15	-1	
16	-1	
17	8	
18	-1	
19	-1	
20	-1	
21	-1	
22	92	
23	-1	
24	-1	
25	210	
26	36	
27	-1	
28	209	
29	10	
30	-1	
31	149	
32	-1	
33	-1	
34	204	
35	-1	
36	-1	
37	-1	
38	21	
39	-1	
40	238	
41	-1	
42	-1	
43	-1	
44	-1	
45	-1	
46	-1	
47	-1	
48	-1	
