1	203	3.448347e+01	
2	173	1.735418e+01	
3	177	1.983602e+01	
4	171	1.740578e+01	
5	197	3.082678e+01	
6	183	2.402538e+01	
7	192	2.758342e+01	
8	181	2.394985e+01	
9	170	1.687396e+01	
10	178	2.072573e+01	
11	193	2.872216e+01	
12	183	2.486002e+01	
13	180	2.052122e+01	
14	188	2.426471e+01	
15	181	2.354994e+01	
16	182	2.322824e+01	
17	180	2.231212e+01	
18	170	1.682728e+01	
19	181	2.343602e+01	
20	178	1.911636e+01	
21	180	2.229659e+01	
22	175	1.929784e+01	
23	181	2.229381e+01	
24	173	1.781276e+01	
25	181	2.215258e+01	
26	181	2.177083e+01	
27	176	1.785670e+01	
28	181	2.148198e+01	
29	199	3.234230e+01	
30	173	1.840325e+01	
31	171	1.597922e+01	
32	175	1.816448e+01	
33	181	2.196433e+01	
34	181	2.132658e+01	
35	180	2.119565e+01	
36	171	1.691939e+01	
37	218	4.329587e+01	
38	192	2.869001e+01	
39	175	1.895989e+01	
40	178	2.110768e+01	
41	175	1.831544e+01	
42	177	1.822768e+01	
43	181	2.215411e+01	
44	176	2.069681e+01	
45	196	2.883255e+01	
46	175	1.823107e+01	
47	190	2.645961e+01	
48	184	2.428620e+01	
49	182	2.367651e+01	
50	178	2.018304e+01	
51	190	2.709776e+01	
52	179	2.074067e+01	
53	190	2.606040e+01	
54	180	2.059774e+01	
55	178	1.824031e+01	
56	171	1.626257e+01	
57	178	2.042009e+01	
58	171	1.684313e+01	
59	176	1.854193e+01	
60	180	2.327472e+01	
61	181	2.228054e+01	
62	170	1.575801e+01	
63	194	2.902165e+01	
64	170	1.691399e+01	
65	178	2.015423e+01	
66	180	2.143143e+01	
67	177	2.005885e+01	
68	170	1.610750e+01	
69	191	2.687022e+01	
70	178	2.023269e+01	
71	180	2.199054e+01	
72	178	1.947589e+01	
73	196	3.189218e+01	
74	175	1.814284e+01	
75	170	1.723873e+01	
76	182	2.270092e+01	
77	171	1.614690e+01	
78	191	2.777505e+01	
79	175	1.870824e+01	
80	180	2.060578e+01	
81	175	1.920983e+01	
82	176	1.955989e+01	
83	183	2.393774e+01	
84	170	1.619373e+01	
85	192	2.871285e+01	
86	170	1.584914e+01	
87	181	2.197265e+01	
88	181	2.117698e+01	
89	170	1.648269e+01	
90	180	2.165807e+01	
91	178	1.901828e+01	
92	181	2.124580e+01	
