"","sub","item","cond","seq","trialStart","trialEnd","sound","sound_type","regionS","regionE","regionN1","tBnd","tSFIX","ISI","nextFlag","delBnd","delFix","prevFix","nextFix","prevGood","onTarget","inRegion","hook","blink"
"409",1,77,2,82,3248196,3251397,4,"STD",611,737,807,3249303,3249309,250,"ESACC",2,8,519,618.6,"Yes","Yes","Yes","No","No"
"410",1,77,2,82,3248196,3251397,5,"STD",807,905,1920,3250000,3250015,697,"ESACC",1,-1,770.8,882.7,"Yes","Yes","Yes","No","No"
"411",1,71,2,83,3252848,3255175,1,"STD",191,345,429,3253125,3250015,NA,"ESACC",1,3124,98.6,197,"Yes","Yes","Yes","No","No"
"412",1,71,2,83,3252848,3255175,2,"STD",429,513,625,3253399,3253414,274,"ESACC",1,-1,197,401,"Yes","No","No","Yes","No"
"413",1,71,2,83,3252848,3255175,3,"STD",625,793,835,3253762,3253771,363,"ESACC",1,5,401,636.3,"Yes","Yes","Yes","No","No"
"414",1,71,2,83,3252848,3255175,4,"STD",835,961,1017,3254137,3254159,375,"ESACC",2,-8,577.3,1025.1,"Yes","No","No","No","No"
"415",1,71,2,83,3252848,3255175,5,"STD",1017,1101,1920,3254202,3254159,65,"EFIX",51,57,577.3,1025.1,"Yes","Yes","Yes","No","No"
"416",1,108,3,84,3257602,3259654,1,"STD",177,275,387,3257990,3257999,NA,"ESACC",1,5,138.7,219.3,"Yes","Yes","Yes","No","No"
"417",1,108,3,84,3257602,3259654,2,"STD",387,457,499,3258483,3258503,493,"ESACC",1,-6,363.5,522.4,"Yes","No","No","No","No"
"418",1,108,3,84,3257602,3259654,3,"STD",499,597,639,3258553,3258503,70,"EFIX",62,64,363.5,522.4,"Yes","Yes","Yes","No","No"
"419",1,108,3,84,3257602,3259654,4,"STD",639,709,765,3258778,3258807,225,"ESACC",1,-15,522.4,745.3,"Yes","No","Yes","No","No"
"420",1,108,3,84,3257602,3259654,5,"DEV",765,863,1920,3258848,3258807,70,"EFIX",62,55,522.4,745.3,"Yes","No","No","Yes","No"
"421",1,106,3,85,3263571,3265991,1,"STD",177,303,359,3263780,3258807,NA,"ESACC",1,4987,73.7,177.2,"Yes","Yes","Yes","No","No"
"422",1,106,3,85,3263571,3265991,2,"STD",359,513,569,3264178,3264203,398,"ESACC",1,-11,122.8,369.3,"Yes","Yes","Yes","No","No"
"423",1,106,3,85,3263571,3265991,3,"DEV",569,639,709,3264816,3264832,638,"ESACC",1,-2,530.2,673.6,"Yes","No","Yes","No","No"
"424",1,106,3,85,3263571,3265991,4,"STD",709,793,891,3265312,3265345,496,"ESACC",1,-19,628.5,867.3,"Yes","No","Yes","No","No"
"425",1,106,3,85,3263571,3265991,5,"STD",891,1003,1920,3265379,3265345,67,"EFIX",53,48,628.5,867.3,"Yes","No","No","Yes","No"
"426",1,82,3,86,3267744,3270799,1,"STD",205,303,345,3268348,3268354,NA,"ESACC",NA,8,133.7,199.4,"Yes","No","No","Yes","No"
"427",1,82,3,86,3267744,3270799,2,"STD",345,457,513,3268507,3268511,159,"ESACC",NA,10,199.4,316.9,"Yes","No","No","Yes","No"
"428",1,82,3,86,3267744,3270799,3,"DEV",513,639,737,3268763,3268789,256,"ESACC",2,-12,316.9,579.2,"Yes","Yes","Yes","No","No"
"429",1,82,3,86,3267744,3270799,4,"STD",737,877,961,3269250,3269264,487,"ESACC",1,0,579.2,739.1,"Yes","Yes","Yes","No","No"
"430",1,82,3,86,3267744,3270799,5,"STD",961,1031,1920,3269692,3269693,442,"ESACC",2,13,677.9,958.7,"Yes","No","No","Yes","No"
"431",1,47,2,87,3275429,3278178,1,"STD",163,261,317,3275874,3275886,NA,"ESACC",2,2,103,178.5,"Yes","Yes","Yes","No","No"
"432",1,47,2,87,3275429,3278178,2,"STD",317,429,541,3276057,3276063,183,"ESACC",1,8,178.5,290.3,"Yes","No","No","Yes","No"
"433",1,47,2,87,3275429,3278178,3,"STD",541,681,737,3276825,3276840,768,"ESACC",1,-1,441.9,568.7,"Yes","Yes","Yes","No","No"
"434",1,47,2,87,3275429,3278178,4,"STD",737,849,891,3277066,3277078,241,"ESACC",2,2,568.7,823.7,"Yes","Yes","Yes","No","No"
"435",1,47,2,87,3275429,3278178,5,"STD",891,961,1920,3277453,3277479,387,"ESACC",2,-12,797.4,981.4,"Yes","No","Yes","No","No"
"436",1,78,2,88,3284469,3289961,1,"STD",205,331,401,3284878,3284898,NA,"ESACC",1,-6,133.8,220.9,"Yes","Yes","Yes","No","No"
"437",1,78,2,88,3284469,3289961,2,"STD",401,527,611,3286167,3286184,1289,"ESACC",1,-3,303.1,446.3,"Yes","Yes","Yes","No","No"
"438",1,78,2,88,3284469,3289961,3,"STD",611,695,793,3286833,3286853,666,"ESACC",1,-6,310.9,576.3,"Yes","No","No","Yes","No"
"439",1,78,2,88,3284469,3289961,4,"STD",793,947,1017,3287669,3287684,836,"ESACC",1,-1,659.4,884.5,"Yes","Yes","Yes","No","No"
"440",1,78,2,88,3284469,3289961,5,"STD",1017,1087,1920,3288934,3288943,1265,"ESACC",2,5,872.2,1025.2,"Yes","Yes","Yes","No","No"
"441",1,95,3,89,3291661,3293630,1,"STD",177,247,387,3291922,3288943,NA,"ESACC",2,2993,99.6,229.2,"Yes","Yes","Yes","No","No"
"442",1,95,3,89,3291661,3293630,2,"STD",387,457,527,3292206,3292211,284,"ESACC",2,9,229.2,395.2,"Yes","Yes","Yes","No","No"
"443",1,95,3,89,3291661,3293630,3,"STD",527,667,723,3292410,3292420,204,"ESACC",1,4,395.2,548.2,"Yes","Yes","Yes","No","No"
"444",1,95,3,89,3291661,3293630,4,"DEV",723,821,863,3292614,3292632,204,"ESACC",2,-4,548.2,882,"Yes","No","No","No","No"
"445",1,95,3,89,3291661,3293630,5,"STD",863,947,1920,3292680,3292632,66,"EFIX",59,62,548.2,882,"Yes","Yes","Yes","No","No"
"446",1,75,2,90,3297725,3300677,1,"STD",163,247,289,3297935,3292632,NA,"ESACC",2,5317,64.2,150.7,"Yes","No","No","Yes","No"
"447",1,75,2,90,3297725,3300677,2,"STD",289,387,513,3298198,3298220,263,"ESACC",1,-8,150.7,316.7,"Yes","Yes","Yes","No","No"
"448",1,75,2,90,3297725,3300677,3,"STD",513,653,709,3299780,3299804,1582,"ESACC",2,-10,430.1,582.3,"Yes","Yes","Yes","No","No"
"449",1,75,2,90,3297725,3300677,4,"STD",709,863,947,3299976,3300001,196,"ESACC",2,-11,582.3,771,"Yes","Yes","Yes","No","No"
"450",1,75,2,90,3297725,3300677,5,"STD",947,1045,1920,3300261,3300270,285,"ESACC",1,5,771,986,"Yes","Yes","Yes","No","No"
"451",1,88,3,91,3302322,3304176,1,"STD",191,317,429,3302641,3302655,NA,"ESACC",1,0,131,235.5,"Yes","Yes","Yes","No","No"
"452",1,88,3,91,3302322,3304176,2,"STD",429,555,611,3302847,3302866,206,"ESACC",1,-5,235.5,401.4,"Yes","No","No","Yes","No"
"453",1,88,3,91,3302322,3304176,3,"STD",611,709,751,3303209,3303232,362,"ESACC",1,-9,401.4,643.1,"Yes","Yes","Yes","No","No"
"454",1,88,3,91,3302322,3304176,4,"STD",751,863,975,3303457,3303481,248,"ESACC",1,-10,643.1,815.5,"Yes","Yes","Yes","No","No"
"455",1,88,3,91,3302322,3304176,5,"DEV",975,1073,1920,3303669,3303678,212,"ESACC",1,5,815.5,978.4,"Yes","Yes","Yes","No","No"
"456",1,64,2,92,3307680,3310783,1,"STD",261,373,443,3308133,3308146,NA,"ESACC",1,1,161,268.2,"Yes","Yes","Yes","No","No"
"457",1,64,2,92,3307680,3310783,2,"STD",443,555,625,3308371,3308391,238,"ESACC",1,-6,268.2,426.7,"Yes","No","No","Yes","No"
"458",1,64,2,92,3307680,3310783,3,"STD",625,723,877,3308662,3308653,291,"EFIX",NA,23,426.7,639.9,"Yes","Yes","Yes","No","No"
"459",1,64,2,92,3307680,3310783,4,"STD",877,947,1003,3309172,3309187,510,"ESACC",1,-1,812.3,961.8,"Yes","No","Yes","No","No"
"460",1,64,2,92,3307680,3310783,5,"STD",1003,1115,1920,3309358,3309386,186,"ESACC",2,-14,961.8,1123.4,"Yes","No","Yes","No","No"
"461",1,90,3,93,3313172,3318613,1,"STD",205,317,387,3314421,3314456,NA,"ESACC",1,-21,102.9,327.2,"Yes","No","Yes","No","No"
"462",1,90,3,93,3313172,3318613,2,"STD",387,457,499,3315025,3315033,604,"ESACC",1,6,245.4,377.7,"Yes","No","No","Yes","No"
"463",1,90,3,93,3313172,3318613,3,"DEV",499,611,667,3315457,3315463,432,"ESACC",1,8,377.7,483.7,"Yes","No","No","Yes","No"
"464",1,90,3,93,3313172,3318613,4,"STD",667,779,849,3316717,3316728,1260,"ESACC",2,3,605.6,716.3,"Yes","Yes","Yes","No","No"
"465",1,90,3,93,3313172,3318613,5,"STD",849,989,1920,3317019,3317030,302,"ESACC",1,3,716.3,898.2,"Yes","Yes","Yes","No","No"
"466",1,74,2,94,3323588,3326767,1,"STD",261,345,401,3323985,3323994,NA,"ESACC",2,5,188.8,287.9,"Yes","Yes","Yes","No","No"
"467",1,74,2,94,3323588,3326767,2,"STD",401,541,583,3324163,3324173,178,"ESACC",1,4,287.9,419.3,"Yes","Yes","Yes","No","No"
"468",1,74,2,94,3323588,3326767,3,"STD",583,681,765,3324543,3324567,380,"ESACC",1,-10,419.3,624.2,"Yes","Yes","Yes","No","No"
"469",1,74,2,94,3323588,3326767,4,"STD",765,905,947,3324836,3324846,293,"ESACC",2,4,624.2,792.3,"Yes","Yes","Yes","No","No"
"470",1,74,2,94,3323588,3326767,5,"STD",947,1045,1920,3325104,3325124,268,"ESACC",2,-6,792.3,1050.6,"Yes","No","Yes","No","No"
"471",1,81,3,95,3328450,3332285,1,"STD",163,247,303,3328700,3325124,NA,"ESACC",NA,3590,72.2,138.6,"Yes","No","No","Yes","No"
"472",1,81,3,95,3328450,3332285,2,"DEV",303,387,485,3329179,3329191,479,"ESACC",1,2,179.2,313.4,"Yes","Yes","Yes","No","No"
"473",1,81,3,95,3328450,3332285,3,"STD",485,597,681,3330965,3330974,1786,"ESACC",1,5,335.1,516,"Yes","Yes","Yes","No","No"
"474",1,81,3,95,3328450,3332285,4,"STD",681,793,849,3331655,3331663,690,"ESACC",1,6,598.1,687.5,"Yes","Yes","Yes","No","No"
"475",1,81,3,95,3328450,3332285,5,"STD",849,961,1920,3331863,3331861,208,"EFIX",NA,16,687.5,849.7,"Yes","Yes","Yes","No","No"
"476",1,79,2,96,3335456,3342031,1,"STD",191,303,429,3335972,3335985,NA,"ESACC",2,1,170.3,215.8,"Yes","Yes","Yes","No","No"
"477",1,79,2,96,3335456,3342031,2,"STD",429,499,611,3337104,3337115,1132,"ESACC",2,3,318.9,464,"Yes","Yes","Yes","No","No"
"478",1,79,2,96,3335456,3342031,3,"STD",611,723,779,3338257,3338270,1153,"ESACC",1,1,545.3,641.1,"Yes","Yes","Yes","No","No"
"479",1,79,2,96,3335456,3342031,4,"STD",779,863,1017,3338589,3338592,332,"ESACC",NA,11,641.1,763,"Yes","No","No","Yes","No"
"480",1,79,2,96,3335456,3342031,5,"STD",1017,1129,1920,3340090,3340098,1501,"ESACC",1,6,941.7,1072.9,"Yes","Yes","Yes","No","No"
"481",1,97,3,97,3343909,3346159,1,"STD",247,429,485,3344335,3344356,NA,"ESACC",1,-7,144.2,271.3,"Yes","Yes","Yes","No","No"
"482",1,97,3,97,3343909,3346159,2,"DEV",485,625,681,3344611,3344621,276,"ESACC",1,4,271.3,506.1,"Yes","Yes","Yes","No","No"
"483",1,97,3,97,3343909,3346159,3,"STD",681,793,849,3344925,3344949,314,"ESACC",2,-10,506.1,723.4,"Yes","Yes","Yes","No","No"
"484",1,97,3,97,3343909,3346159,4,"STD",849,919,961,3345166,3345176,241,"ESACC",1,4,723.4,869.3,"Yes","Yes","Yes","No","No"
"485",1,97,3,97,3343909,3346159,5,"STD",961,1073,1920,3345395,3345409,229,"ESACC",1,0,869.3,1022.1,"Yes","Yes","Yes","No","No"
"486",1,116,3,98,3349206,3353311,1,"STD",177,345,401,3349481,3345409,NA,"ESACC",1,4086,97.5,200.8,"Yes","Yes","Yes","No","No"
"487",1,116,3,98,3349206,3353311,2,"STD",401,471,597,3349906,3349920,425,"ESACC",1,0,324.5,465.9,"Yes","Yes","Yes","No","No"
"488",1,116,3,98,3349206,3353311,3,"STD",597,709,807,3352196,3352208,2290,"ESACC",1,2,505.6,648.5,"Yes","Yes","Yes","No","No"
"489",1,116,3,98,3349206,3353311,4,"STD",807,905,961,3352659,3352677,463,"ESACC",2,-4,773.4,943.3,"Yes","No","Yes","No","No"
"490",1,116,3,98,3349206,3353311,5,"DEV",961,1087,1920,3352725,3352677,66,"EFIX",53,62,773.4,943.3,"Yes","No","No","Yes","No"
"491",1,76,2,99,3354990,3358564,1,"STD",191,317,457,3355229,3352677,NA,"ESACC",1,2566,88.7,213.3,"Yes","Yes","Yes","No","No"
"492",1,76,2,99,3354990,3358564,2,"STD",457,625,695,3355747,3355759,518,"ESACC",2,2,324.6,519.8,"Yes","Yes","Yes","No","No"
"493",1,76,2,99,3354990,3358564,3,"STD",695,807,947,3357648,3357655,1901,"ESACC",2,7,580.4,695,"Yes","Yes","Yes","No","No"
"494",1,76,2,99,3354990,3358564,4,"STD",947,1101,1143,3358135,3358155,487,"ESACC",1,-6,920.5,1073.7,"Yes","Yes","Yes","No","No"
"495",1,76,2,99,3354990,3358564,5,"STD",1143,1283,1920,3358299,3358331,164,"ESACC",2,-18,1073.7,1324.9,"Yes","No","Yes","No","No"
"496",1,114,3,100,3360033,3362992,1,"STD",205,303,359,3360470,3360483,NA,"ESACC",3,1,164.4,242.7,"Yes","Yes","Yes","No","No"
"497",1,114,3,100,3360033,3362992,2,"STD",359,471,611,3361342,3361369,872,"ESACC",1,-13,210.1,402.6,"Yes","Yes","Yes","No","No"
"498",1,114,3,100,3360033,3362992,3,"DEV",611,723,765,3361822,3361857,480,"ESACC",1,-21,556.1,807.4,"Yes","No","No","No","No"
"499",1,114,3,100,3360033,3362992,4,"STD",765,905,961,3361891,3361857,69,"EFIX",61,48,556.1,807.4,"Yes","Yes","Yes","No","No"
"500",1,114,3,100,3360033,3362992,5,"STD",961,1059,1920,3362114,3362122,223,"ESACC",2,6,807.4,973.2,"Yes","Yes","Yes","No","No"
"501",1,112,3,101,3365345,3369520,1,"STD",149,261,317,3365787,3365802,NA,"ESACC",1,-1,131.1,289.3,"Yes","No","Yes","No","No"
"502",1,112,3,101,3365345,3369520,2,"STD",317,401,443,3366349,3366362,562,"ESACC",1,1,239.6,427.5,"Yes","No","Yes","No","No"
"503",1,112,3,101,3365345,3369520,3,"STD",443,555,681,3366894,3366911,545,"ESACC",1,-3,370.6,564.7,"Yes","No","Yes","No","No"
"504",1,112,3,101,3365345,3369520,4,"STD",681,793,877,3367163,3367178,269,"ESACC",1,-1,564.7,720.2,"Yes","Yes","Yes","No","No"
"505",1,112,3,101,3365345,3369520,5,"DEV",877,1059,1920,3367440,3367442,277,"ESACC",NA,12,720.2,858.4,"Yes","No","No","Yes","No"
"506",1,120,3,102,3371094,3374538,1,"STD",233,345,401,3371111,3367442,NA,"ESACC",NA,3683,NA,246.3,NA,"Yes","Yes","No","No"
"507",1,120,3,102,3371094,3374538,2,"STD",401,485,527,3372354,3372376,1243,"ESACC",1,-8,258.8,407.9,"Yes","Yes","Yes","No","No"
"508",1,120,3,102,3371094,3374538,3,"STD",527,625,667,3372639,3372666,285,"ESACC",1,-13,407.9,597.2,"Yes","Yes","Yes","No","No"
"509",1,120,3,102,3371094,3374538,4,"STD",667,779,863,3372878,3372897,239,"ESACC",1,-5,597.2,752.1,"Yes","Yes","Yes","No","No"
"510",1,120,3,102,3371094,3374538,5,"DEV",863,961,1920,3373154,3373178,276,"ESACC",2,-10,752.1,960.6,"Yes","Yes","Yes","No","No"
"511",1,92,3,103,3377043,3379006,1,"STD",191,289,373,3377240,3373178,NA,"ESACC",NA,4076,84.7,167.1,"Yes","No","No","Yes","No"
"512",1,92,3,103,3377043,3379006,2,"STD",373,541,597,3377582,3377596,342,"ESACC",2,0,224.6,390,"Yes","Yes","Yes","No","No"
"513",1,92,3,103,3377043,3379006,3,"STD",597,681,807,3378046,3378077,464,"ESACC",1,-17,334.7,723.4,"Yes","No","Yes","No","No"
"514",1,92,3,103,3377043,3379006,4,"STD",807,891,933,3378617,3378639,571,"ESACC",2,-8,632.5,934.8,"Yes","No","No","No","No"
"515",1,92,3,103,3377043,3379006,5,"DEV",933,1017,1920,3378682,3378639,65,"EFIX",49,57,632.5,934.8,"Yes","Yes","Yes","No","No"
"516",1,62,2,104,3383162,3387143,1,"STD",205,317,373,3383570,3383582,NA,"ESACC",1,2,140.5,243.7,"Yes","Yes","Yes","No","No"
"517",1,62,2,104,3383162,3387143,2,"STD",373,485,541,3383923,3383945,353,"ESACC",1,-8,243.7,383.3,"Yes","Yes","Yes","No","No"
"518",1,62,2,104,3383162,3387143,3,"STD",541,653,751,3384280,3384293,357,"ESACC",1,1,383.3,538.8,"Yes","No","No","Yes","No"
"519",1,62,2,104,3383162,3387143,4,"STD",751,821,919,3384534,3384544,254,"ESACC",NA,4,538.8,752.9,"Yes","Yes","Yes","No","No"
"520",1,62,2,104,3383162,3387143,5,"STD",919,1059,1920,3385913,3385936,1379,"ESACC",2,-9,585.1,909.2,"Yes","No","No","Yes","No"
"521",1,61,2,105,3388563,3391481,1,"STD",219,303,359,3389023,3389034,NA,"ESACC",1,3,164.8,229.8,"Yes","Yes","Yes","No","No"
"522",1,61,2,105,3388563,3391481,2,"STD",359,443,499,3389237,3389248,214,"ESACC",2,3,229.8,356.3,"Yes","No","No","Yes","No"
"523",1,61,2,105,3388563,3391481,3,"STD",499,639,681,3389462,3389473,225,"ESACC",1,3,356.3,529.8,"Yes","Yes","Yes","No","No"
"524",1,61,2,105,3388563,3391481,4,"STD",681,807,919,3390557,3390583,1095,"ESACC",1,-12,565.3,723.8,"Yes","Yes","Yes","No","No"
"525",1,61,2,105,3388563,3391481,5,"STD",919,1017,1920,3390845,3390868,288,"ESACC",2,-9,723.8,942.2,"Yes","Yes","Yes","No","No"
"526",1,86,3,106,3392883,3396869,1,"STD",149,219,275,3393150,3390868,NA,"ESACC",1,2296,77.6,198.3,"Yes","Yes","Yes","No","No"
"527",1,86,3,106,3392883,3396869,2,"STD",275,387,457,3394500,3394518,1350,"ESACC",1,-4,231.4,339.5,"Yes","Yes","Yes","No","No"
"528",1,86,3,106,3392883,3396869,3,"DEV",457,527,611,3394929,3394943,429,"ESACC",2,0,410.6,562,"Yes","No","Yes","No","No"
"529",1,86,3,106,3392883,3396869,4,"STD",611,723,765,3395156,3395171,227,"ESACC",1,-1,562,689.7,"Yes","Yes","Yes","No","No"
"530",1,86,3,106,3392883,3396869,5,"STD",765,877,1920,3395347,3395356,191,"ESACC",1,5,689.7,832.7,"Yes","Yes","Yes","No","No"
"531",1,66,2,107,3401150,3405316,1,"STD",191,275,331,3401615,3401642,NA,"ESACC",2,-13,137.7,288.7,"Yes","No","Yes","No","No"
"532",1,66,2,107,3401150,3405316,2,"STD",331,443,555,3401684,3401642,69,"EFIX",NA,56,137.7,288.7,"Yes","No","No","Yes","No"
"533",1,66,2,107,3401150,3405316,3,"STD",555,639,709,3403280,3403316,1596,"ESACC",2,-22,352.9,778.9,"Yes","No","No","No","No"
"534",1,66,2,107,3401150,3405316,4,"STD",709,821,877,3403349,3403316,69,"EFIX",63,47,352.9,778.9,"Yes","Yes","Yes","No","No"
"535",1,66,2,107,3401150,3405316,5,"STD",877,975,1920,3403699,3403727,350,"ESACC",1,-14,778.9,945.8,"Yes","Yes","Yes","No","No"
"536",1,115,3,108,3409187,3414252,1,"STD",289,373,471,3409779,3409801,NA,"ESACC",1,-8,234.4,350.5,"Yes","Yes","Yes","No","No"
"537",1,115,3,108,3409187,3414252,2,"STD",471,597,695,3410136,3410162,357,"ESACC",2,-12,310.1,534.2,"Yes","Yes","Yes","No","No"
"538",1,115,3,108,3409187,3414252,3,"STD",695,807,877,3410851,3410855,715,"ESACC",1,10,574.3,668.4,"Yes","No","No","Yes","No"
"539",1,115,3,108,3409187,3414252,4,"DEV",877,947,1059,3411332,3411340,481,"ESACC",1,6,771.2,900.6,"Yes","Yes","Yes","No","No"
"540",1,115,3,108,3409187,3414252,5,"STD",1059,1185,1920,3412501,3412515,1169,"ESACC",1,0,1032.5,1141.2,"Yes","Yes","Yes","No","No"
"541",1,44,2,109,3416202,3419300,1,"STD",219,289,331,3416894,3416908,NA,"ESACC",1,0,193,279.6,"Yes","Yes","Yes","No","No"
"542",1,44,2,109,3416202,3419300,2,"STD",331,443,597,3417165,3417178,271,"ESACC",1,1,279.6,341.9,"Yes","Yes","Yes","No","No"
"543",1,44,2,109,3416202,3419300,3,"STD",597,709,765,3418027,3418041,862,"ESACC",1,0,539.4,669,"Yes","Yes","Yes","No","No"
"544",1,44,2,109,3416202,3419300,4,"STD",765,863,989,3418245,3418252,218,"ESACC",1,7,669,817.7,"Yes","Yes","Yes","No","No"
"545",1,44,2,109,3416202,3419300,5,"STD",989,1073,1920,3418735,3418756,490,"ESACC",1,-7,919.9,1077.6,"Yes","No","Yes","No","No"
"546",1,54,2,110,3424167,3427472,1,"STD",247,373,429,3425563,3425585,NA,"ESACC",1,-8,177.9,273.3,"Yes","Yes","Yes","No","No"
"547",1,54,2,110,3424167,3427472,2,"STD",429,527,569,3425776,3425799,213,"ESACC",1,-9,273.3,446.6,"Yes","Yes","Yes","No","No"
"548",1,54,2,110,3424167,3427472,3,"STD",569,667,723,3426087,3426115,311,"ESACC",1,-14,446.6,642.9,"Yes","Yes","Yes","No","No"
"549",1,54,2,110,3424167,3427472,4,"STD",723,821,877,3426442,3426458,355,"ESACC",1,-2,624,839.3,"Yes","No","Yes","No","No"
"550",1,54,2,110,3424167,3427472,5,"STD",877,989,1920,3426699,3426713,257,"ESACC",2,0,839.3,957.2,"Yes","Yes","Yes","No","No"
"551",1,48,2,111,3429120,3431380,1,"STD",191,317,373,3429385,3426713,NA,"ESACC",1,2686,101.9,233.4,"Yes","Yes","Yes","No","No"
"552",1,48,2,111,3429120,3431380,2,"STD",373,485,541,3430138,3430156,753,"ESACC",1,-4,347.3,424.1,"Yes","Yes","Yes","No","No"
"553",1,48,2,111,3429120,3431380,3,"STD",541,695,737,3430295,3430309,157,"ESACC",1,0,424.1,576.1,"Yes","Yes","Yes","No","No"
"554",1,48,2,111,3429120,3431380,4,"STD",737,863,1003,3430502,3430516,207,"ESACC",1,0,576.1,851.2,"Yes","Yes","Yes","No","No"
"555",1,48,2,111,3429120,3431380,5,"STD",1003,1101,1920,3431030,3431048,528,"ESACC",1,-4,811.1,1144.8,"Yes","No","Yes","No","No"
"556",1,52,2,112,3434876,3438032,1,"STD",205,345,387,3435241,3431048,NA,"ESACC",1,4207,96.1,203.4,"Yes","No","No","Yes","No"
"557",1,52,2,112,3434876,3438032,2,"STD",387,499,541,3435529,3435552,288,"ESACC",1,-9,203.4,406.1,"Yes","Yes","Yes","No","Yes"
"558",1,52,2,112,3434876,3438032,3,"STD",541,695,807,3436770,3436776,1241,"ESACC",NA,8,428,585.4,"Yes","Yes","Yes","No","No"
"559",1,52,2,112,3434876,3438032,4,"STD",807,905,961,3437202,3437219,432,"ESACC",2,-3,742.1,865.4,"Yes","Yes","Yes","No","No"
"560",1,52,2,112,3434876,3438032,5,"STD",961,1045,1920,3437438,3437450,236,"ESACC",1,2,865.4,1000.5,"Yes","Yes","Yes","No","No"
"561",1,46,2,113,3443195,3446649,1,"STD",177,317,373,3443652,3443668,NA,"ESACC",1,-2,137.8,224.1,"Yes","Yes","Yes","No","No"
"562",1,46,2,113,3443195,3446649,2,"STD",373,471,583,3443828,3443850,176,"ESACC",1,-8,224.1,406.8,"Yes","Yes","Yes","No","No"
"563",1,46,2,113,3443195,3446649,3,"STD",583,695,737,3444566,3444576,738,"ESACC",3,4,522.4,628.6,"Yes","Yes","Yes","No","No"
"564",1,46,2,113,3443195,3446649,4,"STD",737,849,905,3444845,3444856,279,"ESACC",1,3,628.6,777.6,"Yes","Yes","Yes","No","No"
"565",1,46,2,113,3443195,3446649,5,"STD",905,1017,1920,3445069,3445065,224,"EFIX",NA,18,777.6,895.2,"Yes","No","No","Yes","No"
"566",1,96,3,114,3450780,3453466,1,"STD",163,247,303,3451188,3451200,NA,"ESACC",1,2,103.2,191.1,"Yes","Yes","Yes","No","No"
"567",1,96,3,114,3450780,3453466,2,"STD",303,387,555,3451381,3451388,193,"ESACC",2,7,191.1,299,"Yes","No","No","Yes","No"
"568",1,96,3,114,3450780,3453466,3,"STD",555,667,737,3451868,3451879,487,"ESACC",1,3,448.1,594.3,"Yes","Yes","Yes","No","No"
"569",1,96,3,114,3450780,3453466,4,"STD",737,863,947,3452105,3452117,237,"ESACC",1,2,594.3,801,"Yes","Yes","Yes","No","No"
"570",1,96,3,114,3450780,3453466,5,"DEV",947,1101,1920,3452457,3452471,352,"ESACC",2,0,801,998,"Yes","Yes","Yes","No","No"
"571",1,111,3,115,3455438,3457475,1,"STD",233,345,401,3455842,3455850,NA,"ESACC",2,6,183.4,261.6,"Yes","Yes","Yes","No","No"
"572",1,111,3,115,3455438,3457475,2,"STD",401,513,597,3456018,3456039,176,"ESACC",1,-7,261.6,430.4,"Yes","Yes","Yes","No","No"
"573",1,111,3,115,3455438,3457475,3,"STD",597,681,779,3456283,3456291,265,"ESACC",1,6,430.4,620.9,"Yes","Yes","Yes","No","No"
"574",1,111,3,115,3455438,3457475,4,"DEV",779,877,1031,3456820,3456835,537,"ESACC",2,-1,746,878,"Yes","No","Yes","No","No"
"575",1,111,3,115,3455438,3457475,5,"STD",1031,1129,1920,3457149,3457181,329,"ESACC",1,-18,962.1,1181.8,"Yes","No","Yes","No","No"
"576",1,57,2,116,3459568,3461803,1,"STD",233,373,429,3460045,3460044,NA,"EFIX",NA,15,133.7,221.1,"Yes","No","No","Yes","Yes"
"577",1,57,2,116,3459568,3461803,2,"STD",429,527,583,3460577,3460593,532,"ESACC",NA,-2,221.1,499.7,"Yes","Yes","Yes","No","No"
"578",1,57,2,116,3459568,3461803,3,"STD",583,695,765,3460912,3460928,335,"ESACC",1,-2,499.7,670.2,"Yes","Yes","Yes","No","No"
"579",1,57,2,116,3459568,3461803,4,"STD",765,905,961,3461130,3461144,218,"ESACC",1,0,670.2,835.7,"Yes","Yes","Yes","No","No"
"580",1,57,2,116,3459568,3461803,5,"STD",961,1115,1920,3461407,3461431,277,"ESACC",2,-10,835.7,1154,"Yes","No","Yes","No","No"
"581",1,84,3,117,3464277,3466321,1,"STD",191,261,359,3464649,3464659,NA,"ESACC",1,4,129.5,213.7,"Yes","Yes","Yes","No","No"
"582",1,84,3,117,3464277,3466321,2,"STD",359,471,527,3464867,3464888,218,"ESACC",1,-7,213.7,361.2,"Yes","Yes","Yes","No","No"
"583",1,84,3,117,3464277,3466321,3,"STD",527,597,653,3465271,3465302,404,"ESACC",NA,-17,332.9,719.3,"Yes","No","No","No","No"
"584",1,84,3,117,3464277,3466321,4,"STD",653,835,933,3465339,3465302,68,"EFIX",56,51,332.9,719.3,"Yes","Yes","Yes","No","No"
"585",1,84,3,117,3464277,3466321,5,"DEV",933,1003,1920,3465817,3465841,478,"ESACC",1,-10,888.5,1154.2,"Yes","No","Yes","No","No"
"586",1,67,2,118,3470443,3475038,1,"STD",247,331,373,3470860,3470869,NA,"ESACC",1,5,202.5,279.3,"Yes","Yes","Yes","No","No"
"587",1,67,2,118,3470443,3475038,2,"STD",373,485,541,3471045,3471057,185,"ESACC",1,2,279.3,408.5,"Yes","Yes","Yes","No","No"
